SMILES,Value,CASRN,MW,-log_value
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,24000.0,56180-94-0,645.69,-1.5701871813061523
CC(C)C(/N=C(\O)/COC1C=CC(Cl)=CC=1Cl)C(O)=O,750.0,7407-66-1,320.19,-0.36965349924576
CCS(=O)(=O)CCSP(=S)(OCC)OCC,7.5,6/5/2497,306.45,1.6112983622964288
CCN(CC)C1=CC(=CC=C1)S(O)(=O)=O,7470.0,5123-63-7,229.33,-1.5128597307652205
CN(C)C(=O)N1C(Br)=NC(Br)=C1Br,50.0,94847-66-2,375.85,0.8760445502460952
CN1CCC2C=C(OC)C3=CC=2C1CC1=CC(OC2C=CC(CC4C5C(O3)=C3OCOC3=CC=5CCN4C)=CC=2)=C(C=C1)OC,2000.0,481-49-2,606.77,-0.5180058954618434
CC1=CC(=CC(C)=C1)OCC1CNC(=O)O1,775.0,1665-48-1,221.28,-0.544359539741075
CC1=CC=CC=C1N=NN(C)C,350.0,20240-98-6,163.25,-0.3312148544031641
CC1CC(=O)N=C(N=1)C(C)C,2700.0,2814-20-2,152.22,-1.2488920465536129
CCOP(OCC)OCC,1840.0,122-52-1,166.18,-1.0442390683767073
CC12CCC(CC1=O)C2(C)C=O,3100.0,20231-45-2,166.24,-1.2706261636211704
CC1SCSC1=NOC(=O)NC,0.88,59375-66-5,206.32,2.3700586569797126
CCOP(=O)(OCC)C(O)(C(F)F)C(F)F,3.4,679-36-7,268.17,1.8969312749550795
C1=CN=CC=C1C1C=CN=CC=1,172.0,553-26-4,156.2,-0.04184741736626745
ClC1(Cl)C2(Cl)C3C(C(Cl)C(Cl)C3Cl)C1(Cl)C(Cl)=C2Cl,500.0,39765-80-5,444.2,-0.05139145012356367
CC(N)=S,301.0,62-55-5,75.15,-0.6026375106709164
NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,160.0,1893-33-0,375.54,0.3705362192810151
COC1=CC=C(C=C1)SP(=S)(CCl)OC(C)C,108.0,23485-79-2,310.83,0.4590991729356618
CC(=O)OCCN(CCC#N)C1C=CC=CC=1,2070.0,22031-33-0,232.31,-0.9499024406444367
CCOC(C1NCC(CN=1)(CC)CC)C1C=CC=CC=1,250.0,33210-44-5,274.45,0.040523226445596125
CC(C)SC1C=C(C=CC=1[N+]([O-])=O)OP(=S)(OC)OC,1140.0,19645-42-2,337.39,-0.528772645072635
NC(=O)C1C=C(C=C(C=1)[N+]([O-])=O)[N+]([O-])=O,1250.0,121-81-3,211.15,-0.7723189272471299
CCCC=CCO,3500.0,928-95-0,100.18,-1.54328701699678
CCCCC(COP(=O)(Cl)OCC(CCCC)CC)CC,3000.0,63449-80-9,340.92,-0.9444687749491018
CC(C)NNC(=O)COC1C=CC(Cl)=CC=1,550.0,3544-35-2,242.73,-0.3552392336020278
CN(C)CC(=O)N=NCC1=C(N=C2SCCN12)C1=CC=C(C)C=C1,800.0,102410-39-9,343.5,-0.3671632455963743
OC(=O)CCCC1C=CC(=CC=1)N(CCCl)CCCl,76.0,305-03-3,304.24,0.6024027201227348
COC1C=CC(=CC=1)C(=O)C1C=CC=CC=1,5000.0,611-94-9,212.26,-1.3721018444423374
CC1CCCC(C)[N+]1(CC)CC,2000.0,19072-57-2,170.36,-1.0696623642622698
O=NN(C1C=CC=CC=1)C1C=CC=CC=1,1825.0,86-30-6,198.24,-0.9640715797605053
CC(C)CC(=O)OCCC1C=CC=CC=1,6220.0,140-26-1,206.31,-1.4792701056291337
CC(C)(C)C1C=CC(=CC=1)OCC(O)COC1C=CC(=CC=1)C(O)=O,2400.0,56488-59-6,344.44,-0.8430976611525786
CCC(=O)N(C1CCN(CCC2C=CC=CC=2)CC1)C1C=CC=CC=1,18.0,990-73-8,336.52,1.2717383751402669
CCSCSP(=S)(OCC)OCC,1.4,298-02-2,260.42,2.2695462988880224
CC1N=C(O)C2C=C(N)C=CC=2O1,1415.0,35782-82-2,178.21,-0.8998243696601955
O=C(C1C=CC(F)=CC=1)C1C=CC(F)=CC=1,2000.0,345-92-6,218.21,-0.9621553463625997
CN1C2C(=O)N(C3=CC=CC=N3)C(=O)OC=2C2=CC=CC=C2S1(=O)=O,1434.0,90101-16-9,357.37,-0.6034310591814761
OC(=O)CC1C=CC(C2CCCCC2)=C(Cl)C=1,83.0,33433-85-1,252.76,0.4836302543158766
ClC1C=CC=C(Cl)C=1NC1NCCN=1,67.3,4205-90-7,230.11,0.5339204281971697
COC1C=C(C=CC=1OCCC)C=CC(=S)OCC,1010.0,117683-18-8,280.42,-0.5565123888108283
CCOC1=NC(=NS1)C(Cl)(Cl)Cl,1077.0,2593-15-9,247.54,-0.6385703166924457
ClC1CCC2SC1CCC2Cl,1410.0,6522-21-0,211.17,-0.8245868927324693
CC(C(O)=O)C1C=CC(=CC=1)N1CC2C=CC=CC=2C1=O,60.83,69674-66-4,281.33,0.6650982297433684
CC1(C)CC(=O)CC(C)(C)N1,1539.0,826-36-8,155.27,-0.9961510668269284
OC(O)=O,438.0,513-78-0,62.03,-0.8488723293391331
C[N+]1C=C(C=CC=1)OC(=O)N(C)CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1,10.0,15876-67-2,416.58,1.619698415640197
CC1CN(N=CC2C=NC=CC=2)C(=O)N=N1,5955.0,123312-89-0,217.26,-1.437901990618141
CC(COC(O)CC)OC(CC)OCCCC,2600.0,55934-93-5,248.41,-1.019804273143397
CCCN1C(=O)NC(=O)C2NC=NC1=2,481.0,41078-02-8,194.22,-0.39385112658761506
FC1C(Cl)=C2N=C(NC2=C(F)C=1Cl)C(F)(F)F,1.674,89427-27-0,291.01,2.2401524592812425
CSP(=S)(OC)OC,15.0,2953-29-9,172.23,1.0600175425316005
O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,7000.0,2514-53-6,352.8,-1.2975694635544748
OC1C=CC(=CC=1)NC1C=C2C=CC=CC2=CC=1,5200.0,93-45-8,235.3,-1.344381416458778
OC(CNCCNCC(O)CCl)CCl,1000.0,85095-76-7,245.18,-0.6105149592918536
C1CCCCC1N=CC1C=CC=CC=1,3080.0,2211-66-7,187.31,-1.2159897526388874
COC1C=C2C(N)=NC(=NC2=CC=1OC)N1CCN(CC1)C(=O)C1=CC=CO1,1950.0,19237-84-4,383.45,-0.7063258692568675
CCCCCCCCCCCCCCN(C)C,2116.0,112-75-4,241.52,-0.9425625633481068
C1CSCCO1,2830.0,15980-15-1,104.19,-1.4339603974938655
COP(=O)(/N=C(\O)/CCCCl)SC,3.0,54473-41-5,245.69,1.9132662255976165
CC1CN2C(CC1)C(C)C1C2CC2C3CC=C4CC(CCC4(C)C3CCC21C)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,590.0,20562-02-1,868.19,0.16776276759166983
CC(O)(C#C)C(O)C1C=CC=CC=1,730.0,2033-94-5,176.23,-0.6172430188966893
C1=NN=CN1C1C=CC=CC=1,134.0,16227-12-6,145.18,0.03480199370247137
OC(C(=O)OC1CC2CCC(C1)[N+]12CCCC1)(C1C=CC=CC=1)C1C=CC=CC=1,1510.0,10405-02-4,392.56,-0.5850709023203103
[O-][N+](=O)C1C=CC(=CC=1)OP(=O)(CCl)C1C=CC=CC=1,203.0,88144-99-4,311.67,0.18619896307557277
[O-][N+](=O)C1C=NC(Cl)=C(C=1)[N+]([O-])=O,50.0,2578-45-2,203.55,0.6097011023793996
OC(=O)C1C=CC=CC=1OP(O)(O)=O,1104.0,6064-83-1,218.11,-0.7042934956399777
NC1=CC=C(N=NC2C=CC=CC=2)C(N)=N1,472.0,136-40-3,213.27,-0.34501222968618783
CC1(CCC2(O1)OC1(C=CC2O)OC(C(CC)C(=O)C(C)C(O)C(C)C2OC(C(CC)C(O)=O)C(C)CC2C)C(C)CC1C)C1CCC(O)(CC)C(C)O1,18.5,55134-13-9,765.15,1.6165748541838543
CC1ON=C2C(=O)N(N=C(C2=1)C1C=CC=CC=1)C1C=CC=CC=1,1000.0,25506-01-8,303.34,-0.5180703175697885
CN1C2C=C(N)C=CC=2C2CCCCC1=2,705.0,63716-37-0,200.31,-0.5464864860382537
CC(C)(CO)S(C)(=O)=O,11300.0,25841-38-7,152.24,-1.8705496682044556
CC(Cl)C(NC(=O)C1CC(CCC)CN1C)C1OC(SC)C(OP(O)(O)=O)C(O)C1O,1832.0,24729-96-2,505.03,-0.5596082923072745
[O-][N+](=O)C1C=CC(=CC=1)OP(=O)(OCCCCl)OCCCCl,33.0,14663-71-9,372.16,1.052215753170467
FC(F)(F)C1NC2C=C(Cl)C=CC=2N=1,6.817,656-49-5,220.59,1.5099925266929466
CC1=CC=C(C=C1)N=C=O,1600.0,622-58-2,133.16,-1.079746196171295
ClC(Cl)C1C=CC=CC=1,3250.0,98-87-3,161.03,-1.3049765680480103
CC(=O)CC(=O)OCCCC,11260.0,591-60-6,158.22,-1.8522770103382495
ClC1=CC=CC=C1CN1CC2C=CSC=2CC1,1780.0,53885-35-1,263.81,-0.8291287483900334
CCCCC(O)CC,1870.0,589-82-2,116.23,-1.206523368732762
CC(O)C(O)=O,4936.0,10326-41-7,90.09,-1.7386985641065418
CC(O)COC(C)=O,18000.0,1331-12-0,118.15,-2.182838779134918
[O-][N+](=O)OC1COC2C1OCC2O[N+]([O-])=O,747.0,87-33-2,236.16,-0.5001142616724512
COC1=CC=C2CC3C4CCC(=O)C5OC1=C2C45CCN3C,375.0,125-29-1,299.4,-0.09777947172068532
CC1(C)CC(=O)CC(C)(C)N1O,1464.0,2896-70-0,171.27,-0.9318597789960277
CC(C)CC(CCC(CCCC)CC)OS(O)(=O)=O,1250.0,139-88-8,294.51,-0.6278099672938103
CC1C=CC(CCCCCCC)=C(O)C=1,3320.0,63989-86-6,206.36,-1.2065125645027657
OC(=O)C(F)(F)F,200.0,76-05-1,114.03,-0.24401087134121502
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,6000.0,319-85-7,290.82,-1.3145269802772408
CCOP(=S)(OC1=NC(Cl)=C(Cl)C=C1Cl)OCC,276.0,2921-88-2,350.6,0.10390282969255843
CC(C)CC(CO)OCCC(C)C,5410.0,10086-50-7,188.35,-1.458231640567283
CC(O)COCC(C)O,14800.0,110-98-5,134.2,-2.042509199561984
CC(Cl)=CC(=O)NC1C=CC(O)=CC=1,1580.0,101030-71-1,211.66,-0.8730182951638836
CC1=C(CC(=O)OCC(O)=O)C2=CC(=CC=C2N1C(=O)C1C=CC(Cl)=CC=1)OC,24.2,53164-05-9,415.85,1.2351213398389747
CCC(N)(CO)CO,5000.0,115-70-8,119.19,-1.6227301845609936
CC(CN)NCCO,4920.0,10138-74-6,118.21,-1.619310885434326
COC(=O)N(CCCl)N=O,20.0,13589-15-6,166.58,0.9205928620848085
CN(C)CCC1=CC(OC)=C2OC(=O)C3C=CC(OC)=C4OC(=O)C1=C2C=34,518.0,35115-50-5,369.4,-0.14683286864101042
C=CSC=C,170.0,627-51-0,86.17,-0.2950928284327008
[O-][N+](=O)C1C=C(Cl)C=CC=1,420.0,121-73-3,157.56,-0.4258033182607963
CC(C)N(CC1C=CC=CC=1)C(=O)C(C)(C)C,6000.0,35256-85-0,233.39,-1.4100690063771981
O=CC=CC1C=CC=CC=1,3400.0,104-55-2,132.17,-1.4103460270438462
O=C1OC(=O)C2CC=CCC12,5410.0,85-43-8,152.16,-1.5508967655132309
CC(=O)OCSP(=S)(OC)OC,93.0,1741-11-3,230.27,0.39375441241016346
CCSCC1C=CC=CC=1OC(=O)NC,200.0,29973-13-5,225.34,0.051808294317091594
CNCCC(OC1C=CC(=CC=1)C(F)(F)F)C1C=CC=CC=1,825.0,54910-89-3,309.36,-0.42598978948491606
OC(=O)CCC(=O)C1C=CC(C2CCCCC2)=C(Cl)C=1,120.0,32808-51-8,294.8,0.3903462331393891
O=C(C1=CC2=CC=CC=C2O1)N1CCN(CC2C=CC=CC=2)CC1,2530.0,41716-84-1,320.42,-0.8974009050914763
CC1CCCCN1N=O,600.0,36702-44-0,128.2,-0.670263225200845
O=C1C(Cl)C2(Cl)C3C(C(Cl)OC3Cl)C1(Cl)C2(Cl)Cl,7.0,3447-87-8,393.29,1.749614863934184
COP(=S)(OC(C)C)SCN1C(=O)C2=CC=CC=C2C1=O,50.0,15863-65-7,345.41,0.8393649023810956
CCN(CCCl)C1C=CC=CC=1,616.0,92-49-9,183.7,-0.5254715558586172
CCCCCCCCCCOC(=O)C=C,6460.0,2156-96-9,212.37,-1.4831393509465716
CNC(=O)ON=C1C(Cl)C2CC1C(C2)C#N,24.0,28213-87-8,241.7,1.0030654086960444
CC1N=C(SC=1C(N)=O)C1=CC(OC)=C(C=C1)OC,6200.0,82875-38-5,278.36,-1.3477848616752766
C[N+]1C=CC(=CC=1)C1C=C[N+](C)=CC=1,57.0,1910-42-5,186.28,0.5142913735882022
CC(C)OC(=O)C(CC(=O)OC(C)C)SP(=O)(OC)OC,120.0,3700-96-7,342.39,0.45533982593809985
CCS(=O)CSP(=S)(OC(C)C)OC(C)C,25.0,5/4/5827,304.48,1.0856187622709077
CC(C)(CC)C1C=C(O)C(=CC=1O)C(C)(C)CC,2000.0,79-74-3,250.42,-0.9023609844531613
CC1C=CC(COC(C)=O)=CC=1,5000.0,2216-45-7,164.22,-1.4835439565422515
CCCCCCC=CC1CC(=O)OC1=O,1098.0,26680-54-6,210.3,-0.717763067427752
CC(O)COC(=O)CBr,664.0,4189-47-3,197.04,-0.5276136805369707
ClN(Cl)C1N=C(N=C(N=1)N(Cl)Cl)N(Cl)Cl,5000.0,4/8/2428,332.79,-1.1767997366273952
CC(C)CC(=O)OCC=C,230.0,2835-39-4,142.22,-0.20876716171334414
CC(C)SP(=O)(OC)OC,108.0,79985-91-4,184.22,0.23191302248096798
CC(C)C1C=CC(=CC=1)N=C=O,5000.0,31027-31-3,161.22,-1.4915510875192066
COP(=O)(OC)OC,840.0,512-56-1,140.09,-0.7778721507748284
CC1=CC(=CC=C1[N+]([O-])=O)[N+]([O-])=O,707.0,619-15-8,182.15,-0.5889902382189647
CC(C)C1CCC(C)CC1O,3300.0,1490-04-6,156.3,-1.3245549618587005
NC(=S)N=NC1C=CC(C=C1)N=NC(N)=N,750.0,539-21-9,237.33,-0.4997086241589408
CN(C)C1=NC=NC2=C1N=CN2CC1CC1,570.0,195252-02-9,217.31,-0.41879514387156
COC(=O)N(C1C=CC(=CC=1)OC(F)(F)F)C(=O)N1COC2(CC3C=C(Cl)C=CC=3C2=N1)C(=O)OC,1732.0,173584-44-6,527.87,-0.5160209068788513
CC1C=CC=C(OC(C)C)C=1N(C)C(=O)CCl,950.0,78194-42-0,255.77,-0.5698740018097075
CC(=O)OCC=CC1C=CC=CC=1,3300.0,103-54-8,176.23,-1.272434098654121
CCOP(N)(=O)SC,5.0,10265-93-7,155.18,1.4918657431960478
CC(=O)N(N=O)C1C=CC(=CC=1)OCC,21.0,15862-11-0,208.24,0.99634486036726
CCOC1=CC=C(CCCCCCC(C)C)C=C1,5800.0,37205-87-1,248.45,-1.3681889924813857
NC1C(=C2C=CC=C(C2=CC=1N)S(O)(=O)=O)S(O)(=O)=O,29000.0,39699-08-6,318.36,-1.959479501869002
CC1=CC=C(CO)C=C1,3900.0,589-18-4,122.18,-1.5040644862305084
CCCCCCOCCOC(=O)CCC(=O)OCCOCCCCCC,4280.0,10058-20-5,374.58,-1.057899183698239
CN(C)C1C=CC(CN2C=NC3=C2C(=O)N(C)C(=O)N3C)=CC=1,1100.0,1703-48-6,313.4,-0.5452936930256537
CC(C)(C)C1C=C(C=CC=1OP1OCC2(COP(OC3C=CC(=CC=3C(C)(C)C)C(C)(C)C)OC2)CO1)C(C)(C)C,5580.0,26741-53-7,604.77,-0.9650439593637467
FC1C=CC(=CC=1)C1CCNCC1COC1=CC2OCOC=2C=C1,415.0,78246-49-8,329.4,-0.1003245018783572
CC(C)(C)C1=CC(COC)=CC(=C1O)C(C)(C)C,10650.0,87-97-8,250.42,-1.6286805965639366
CC1C=CC(=CC=1)N/N=N/C,380.9,21124-13-0,149.22,-0.40698393700736657
CN(C)C1C=CC(C=C2C(=O)N=C3C4=CC=CC=C4N=CN23)=CC=1,355.0,60045-43-4,316.39,-0.05000560456779618
CC1C=CC(=CC=1[N+]([O-])=O)C(O)=O,2000.0,96-98-0,181.16,-1.0429676836530617
CCCCC(COC(=N)O)CC,3153.0,4248-21-9,173.29,-1.2599504690272088
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,6300.0,84-74-2,278.38,-1.3547025189520048
NC1CCC(CC2CCC(N)CC2)CC1,1750.0,37872-62-1,210.41,-0.9199716723223904
OS(=O)(=O)C1C=C2C=CC=C(CC3=CC=CC4C=C(C=CC=43)S(O)(=O)=O)C2=CC=1,3800.0,6/4/9084,428.51,-0.9478226352487398
CC1C=CC=CC=1C(=O)N(CC)CC,1210.0,4/3/2728,191.3,-0.8010704002891542
OC(=O)C1=CC=CC2=C(Cl)C=CC(=C21)C(O)=O,3500.0,13577-46-3,250.64,-1.1450176624766268
CN(CCCN1C=NC2=C1C(=O)N(C)C(=O)N2C)C1C=CC=CC=1,1639.0,161559-34-8,327.43,-0.6994604854659546
CC(C(O)=O)C1=CC=CC2=C1OC=C2C1C=CC=CC=1,950.0,67700-30-5,266.31,-0.5523361306888899
CCC=CCC=O,1560.0,6789-80-6,98.16,-1.2011900486355138
CC1=CC=CC=C1CNC1=NCCS1,164.0,72239-32-8,206.34,0.09973957815795925
CC1(C)C(C1C=C1CCSC1=O)C(=O)OCC1C=C(CC2C=CC=CC=2)OC=1,1324.0,58769-20-3,396.54,-0.5236009828496074
O=C1C2C=CC=CC=2C(=O)C(Cl)=C1Cl,160.0,117-80-6,227.04,0.15198239545747397
CCOP(=S)(OC1C=CC(N)=CC=1)OCC,450.0,1/1/3735,261.31,-0.23605648383478228
CC1(C)CCCC23CCC(C)(CC12)C(=O)O3,1600.0,21280-29-5,222.36,-0.8570633172894024
CN1C(C(C)C)=C(C(=O)C2=CN=CC=C2)C2=CC=CC=C12,2400.0,54270-10-9,278.38,-0.935573211210029
OC(=O)C(O)C(O)C(O)=O,2600.0,5988-51-2,150.1,-1.2385926557275475
CC(C)OC(C)=O,3000.0,108-21-4,102.15,-1.4678828837511961
CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2C1=O,43.0,6119-96-6,345.41,0.9048664511375278
N=C(NC1C=CC=CC=1)NC1C=CC=CC=1,107.0,102-06-7,211.29,0.29549516542678406
CN(C)CCCN(C)C,624.0,110-95-2,130.27,-0.6803401765374001
CCCCOCCOC(C)=O,7030.0,112-07-2,160.24,-1.6421843887343042
O=C1C2C=C(Cl)C=CC=2OC2CCON12,1550.0,29050-11-1,225.64,-0.8369156071169355
CC1(C)OC2C(=CC=CC=2C1=O)OC(=O)NC,295.0,16709-30-1,235.26,-0.0982739232943126
NC(=O)C1C=CC(=CC=1)[N+]([O-])=O,476.0,619-80-7,166.15,-0.4571066071057633
ClC1(Cl)C2(Cl)C3CCCCC3C1(Cl)C(Cl)=C2Cl,100.0,20757-80-6,354.91,0.5501182362696404
CN1N=C(C(=NC1=O)C1=CC=C(C=C1)N(CC)CC)C1C=CC(=CC=1)N(CC)CC,650.0,68289-21-4,405.6,-0.20481541031757597
CC(O)C(C1C=CC=CC=1)N1CCN(CCOC2C=CC=CC=2)CC1,250.0,65489-05-6,340.51,0.1341898619998125
CC1=CC=CC=C1OCC(O)=O,4500.0,55543-68-5,166.19,-1.4326076259486622
CN(C)CCCC1C2=CC=CC=C2NC2C=CC(Cl)=CC=21,379.0,5310-55-4,300.86,-0.10027475879839096
CC(CC1C=CC=CC=1)NCC1COC2=CC=CC=C2C1=O,500.0,30007-14-8,295.41,-0.2285448116968818
NC(=O)NCC1C=CC=CC=1,4410.0,538-32-9,150.2,-1.467768656799689
[O-][N+](=O)OCC1CO1,460.0,6659-62-7,119.09,-0.5868825364217412
CCCC(C)C1=CC(=CC=C1)OC(=O)NC,87.0,2282-34-0,221.33,0.405521031400938
CC(=O)OC1C=CC(=CC=1I)OC1C(I)=CC(=CC=1I)C(O)=O,4600.0,8/4/2260,649.94,-0.8498845656104874
OP(O)(=O)OC1C=CC=CC=1,2290.0,701-64-4,174.1,-1.1190367112225568
CC1C(O)=C(C=C(C)C=1CC1NCCN=1)C(C)(C)C,0.68,2/8/2315,260.42,2.583165421860024
CC(CCl)[N+]([O-])=O,197.0,2425-66-3,123.55,-0.20262347642349476
OC1C(I)=CC(=CC=1I)OC1=C(I)C=C(CC(O)=O)C=C1I,0.825,67-30-1,747.82,2.9573431273705593
CCOP(=S)(ON1C(=O)C2=CC=CC3C=CC=C(C=32)C1=O)OCC,500.0,2668-92-0,365.37,-0.13623711914471
OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C1=CC=CC=C1Cl,4500.0,846-49-1,321.17,-1.146477542059547
OC(=O)CCC1(CCC(O)=O)C2=CC=CC=C2C2=CC=CC=C12,2140.0,4425-95-0,310.37,-0.8385340371293826
CC(C)(O)CCCC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CC(O)C1=C,0.62,32222-06-3,416.71,2.827442233067756
N#CCC[Si](Cl)(Cl)Cl,2000.0,1071-22-3,188.52,-1.025672564576383
CCCC(C)(COC(N)=O)COC(N)=O,794.0,57-53-4,218.29,-0.5607866615612644
NC1C=CC(=CC=1)S(=O)(=O)C1C=CC(N)=CC=1,1000.0,80-08-0,248.33,-0.6049708114666267
CCC(CN)CC,390.0,617-79-8,101.22,-0.5857982740537304
NC1=CC=CC=C1[N+]([O-])=O,2050.0,88-74-4,138.14,-1.1714344093856262
NC(CC1=CNC2C=CC(O)=CC=21)C(O)=O,243.0,9/8/4350,220.25,-0.042690356514226695
CN(C)CCCN1C2=CC=CC=C2SC2C=CC=CC1=2,400.0,53-60-1,284.46,-0.14803878562536213
FC(F)OC(Cl)C(F)(F)F,4770.0,26675-46-7,184.5,-1.4125220085450347
NC1=NCC2C3=CC=CC=C3CC3=CC=CC=C3N12,192.0,108929-04-0,249.34,0.11349072643793195
FC(F)(F)C1NC2=CC(Cl)=C(Cl)C(Br)=C2N=1,2.206,53615-22-8,333.92,2.180036923617207
COC1C=CC(=CC=1C(=O)NCC1=CN=CC=C1)C(N)=O,1725.0,108828-56-4,285.33,-0.7814416630151046
CCP(=O)(OC)SC,8.3,84044-17-7,154.19,1.2689781160622953
CCOP(=S)(OC1=NN(C=N1)C1C=CC=CC=1)OCC,82.0,24017-47-8,313.35,0.5822158466522731
CC(C(O)=O)C1C=CC(=CC=1)C1=CC=CC=C1F,337.0,5005-84-5,244.28,-0.13974198954751063
O=C(Cl)C1C=CC(=CC=1)C(=O)Cl,2500.0,100-20-9,203.02,-1.0904011852327664
CC[Si]1(CC)N[Si](CC)(CC)N[Si](CC)(CC)N1,1920.0,15458-87-4,303.75,-0.800784942097181
OCC=CCl,102.0,29560-84-7,92.53,-0.042317609594454283
NN1C(=O)C(CC1=O)C1C=CC=C(Br)C=1,1600.0,66064-11-7,269.11,-0.7741901464152949
N#CSC=CSC#N,77.0,14150-71-1,142.22,0.2664699491317668
FC1C(Br)=C(Br)C2N=C(NC=2C=1Br)C(F)(F)F,9.644,89427-29-2,440.81,1.6599942364422093
ON(N=O)C1C=CC=CC=1,199.0,135-20-6,138.14,-0.15853362473957852
CCOP(O)(=O)C(N)=O,11000.0,25954-13-6,153.09,-1.8564458621063311
CCOP(=S)(OCC)SCN1N=CC=CC1=O,2.5,51356-06-0,294.37,2.0709535391865774
CCOP(=S)(OCC)SC(C#N)C1C=CC=CC=1,100.0,5823-20-1,301.4,0.47914324797861296
COC1C=CC(=CC=1)C(OC1C=CC=CC=1)C1NCCCN=1,1000.0,53036-61-6,296.4,-0.5281218006927094
CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2OC(=O)C1C=CC=CC=1,350.0,581-12-4,392.58,0.0498601263317307
CC1C=C(C=C(C)C=1N(CC=C)CC=C)OC(=O)NC,89.0,6392-46-7,274.4,0.4889941003898013
CC(CC)C(CN(C)C)C1C=CC(Cl)=CC=1Cl,567.0,35384-89-5,274.26,-0.31542058721993216
O=NN(CC1C=CC=CC=1)CC1C=CC=CC=1,900.0,5336-53-8,226.3,-0.5995579554845962
OC(=O)C1=CC=CC=C1C(=O)NC1C=CC=CC=1,8837.0,4727-29-1,241.26,-1.5638195315069203
CC(C)OC1=CC=CC=C1[N+]([O-])=O,2500.0,38753-50-3,181.21,-1.1397578483059398
O=C1OCC2=C1C(Cl)=C(Cl)C(Cl)=C2Cl,20000.0,27355-22-2,271.9,-1.8666207880764811
C=CC(=O)OCCOCCOC(=O)C=C,250.0,4074-88-8,214.24,-0.0670394490041038
CC(C)NC1C=CC(=CC=1)NC1C=CC=CC=1,800.0,101-72-4,226.35,-0.5483094881606725
COC1=CC=C(C2=C1OC(C)=C2C)C(=O)CCC(O)=O,2180.0,73698-59-6,276.31,-0.8970598907502367
O=C1N2C=CC=CC2=NN1CCCN1CCN(CC1)C1=CC(Cl)=CC=C1,690.0,19794-93-5,371.91,-0.2684112348132613
CC(CC)OC(C[N+]1C=CC=CC=1)C1C=CC(Cl)=CC=1,250.0,21270-20-2,290.84,0.06571412729979004
CC1(C)CC2C=CC=C(OC(=O)NCSC3C=CC(Cl)=CC=3)C=2O1,25.0,50539-73-6,363.89,1.163030112304436
CCOC(=O)C1=CC2=C(C=CC3=CC=CC=C32)OC1=O,1580.0,734-88-3,268.28,-0.7700687892858087
O=NN1CCOCC1,282.0,59-89-2,116.14,-0.38526728662205567
CC(C)(C)S,4729.0,75-66-1,90.21,-1.7195146311952463
NC(=S)NC1C=CC=C2C=CC=CC2=1,6.0,86-88-4,202.3,1.527844632387161
CN(C)P(=O)(OC=C(Cl)Cl)C1C=CC(Cl)=CC=1,500.0,63886-55-5,314.54,-0.20129412188494997
O=C1NC(=O)C(N1)(C1C=CC=CC=1)C1C=CC=CC=1,1530.0,630-93-3,252.29,-0.7827913940570135
CCP(=S)(OCCCl)OC1=CC=C(C=C1)C#N,2.0,19133-28-9,289.74,2.160978460120009
CC1=NN(C)C(=O)C2=NOC(C)=C12,1000.0,25505-97-9,179.2,-0.7466619946738936
CC(Cl)C(Cl)Cl,1230.0,598-77-6,147.43,-0.9213192459029876
CC(C)CNC(=O)N1CCNC1=O,3500.0,30979-48-7,185.26,-1.2762863846349166
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,940.0,1929-82-4,230.9,-0.6097039206825223
COC1C(C(O)=O)=C(Cl)C=CC=1Cl,1414.0,1918-00-9,221.04,-0.8059785375524258
NC1=CC(Cl)=C(Cl)C=C1,545.0,95-76-1,162.02,-0.5268278744407018
CC(CC1C=CC(O)=CC=1)NCC(O)C1C=C(O)C=C(O)C=1,1600.0,12/3/1944,303.39,-0.722118720695628
COC1=CC=CC=C1C=NC1=CC=CC=C1C(O)=O,1500.0,64380-46-7,255.29,-0.7690574557276432
COC1=CC=CC=C1OC1CN(CC1)CCCC(=O)C1=CC=C(F)C=C1,241.0,21492-45-5,357.46,0.1712104084539893
CC1(C)SC(CS1)=NOC(=O)NC,2.0,59375-67-6,220.35,2.0420830591819565
CC1OCCSC=1C(=O)NC1C=CC=CC=1,430.0,5234-68-4,235.33,-0.26179116077092496
CCP(=S)(OCC(C)C)SCN1C(=O)C2=CC=CC=C2C1=O,75.0,16537-52-3,357.47,0.678178336923995
CN1CCCCC1CCN1C2=CC=CC=C2SC2C=CC(=CC1=2)SC,995.0,50-52-2,370.63,-0.42888251112942877
